ages,list_price,num_reviews,piece_count,review_difficulty,star_rating,country
7-14,45.1278,5.0,267.0,Easy,3.2,IE
5-12,14.6278,40.0,2.0,Very Easy,3.9,PT
7-12,15.6,5.0,223.0,Easy,,DN
7-12,37.6971,12.0,285.0,Easy,4.2,PL
8-14,60.9878,2.0,556.0,Average,4.0,PT
8-14,103.6878,56.0,659.0,Average,4.6,ES
10+,12.1878,5.0,143.0,Easy,5.0,DE
10+,24.1329,3.0,1.0,Average,5.0,NZ
5-12,55.986000000000004,16.0,337.0,Easy,3.3,GB
10+,24.3878,2.0,234.0,Easy,5.0,AT
10+,13.986,3.0,101.0,Average,4.7,GB
7-14,24.3878,18.0,233.0,Easy,4.6,ES
6-14,12.1878,2.0,73.0,Easy,5.0,LU
10+,10.1322,2.0,105.0,Easy,5.0,CA
8-14,59.99,3.0,604.0,Challenging,4.0,US
10+,41.88,3.0,1.0,Average,5.0,DN
7-14,19.99,4.0,198.0,Average,4.5,US
4-7,26.0971,2.0,95.0,Easy,3.0,PL
7-12,24.3878,9.0,205.0,Average,,BE
7-14,31.192200000000003,12.0,323.0,Average,4.8,CA
6-12,48.7878,2.0,222.0,Average,5.0,IT
7-14,18.2878,1.0,56.0,Easy,5.0,AT
4-99,19.4922,6.0,303.0,Easy,4.5,CA
2-5,95.6971,1.0,106.0,Easy,5.0,PL
8-14,48.7878,21.0,494.0,Average,4.5,IT
8-12,35.4929,5.0,379.0,Easy,4.4,NZ
14+,341.5878,19.0,3444.0,Challenging,5.0,BE
9-14,158.58780000000004,5.0,1426.0,Challenging,2.6,AT
7-12,91.4878,2.0,603.0,Challenging,4.5,ES
14+,383.952,19.0,3444.0,Challenging,5.0,CZ
8-12,29.99,8.0,339.0,Average,4.3,US
8-14,48.7878,21.0,494.0,Average,4.5,PT
10-21,121.9878,6.0,1.0,Very Easy,4.3,AT
7-12,48.7878,27.0,277.0,Easy,4.6,IE
7-12,20.2971,2.0,149.0,Easy,5.0,PL
9-14,54.8878,6.0,168.0,Average,5.0,NL
16+,239.952,91.0,2464.0,Challenging,4.9,CZ
5-12,23.197099999999995,35.0,249.0,Easy,4.9,PL
7-14,23.3922,11.0,96.0,Average,3.2,CA
10+,9.99,4.0,143.0,Easy,4.8,US
10-21,42.6878,1.0,1.0,Very Easy,5.0,AT
6-12,31.192200000000003,14.0,301.0,Easy,4.2,CA
6-12,36.5878,1.0,229.0,Average,5.0,BE
4-7,38.986999999999995,2.0,116.0,Easy,4.5,NO
8-12,170.7878,3.0,1019.0,Easy,5.0,
7-12,36.539,8.0,356.0,Average,4.6,FI
9-16,109.7878,28.0,370.0,Easy,4.5,FR
6-12,36.5878,3.0,378.0,Average,2.7,NL
4-7,24.3878,2.0,95.0,Easy,3.0,PT
7-12,18.2878,2.0,149.0,Easy,5.0,LU
7-14,48.7878,23.0,375.0,Average,4.6,AT
8+,24.3878,5.0,247.0,Average,4.6,NL
8-12,121.9878,17.0,1124.0,Average,4.8,LU
16+,219.5878,53.0,2670.0,Challenging,4.4,IE
10+,9.99,2.0,108.0,Easy,5.0,US
16+,365.9878,88.0,4867.0,Challenging,4.9,DE
6-12,158.352,45.0,610.0,Average,4.4,CZ
5-12,9.99,1.0,78.0,Easy,5.0,US
16+,975.9878,198.0,7541.0,Challenging,4.8,FR
1½-3,24.339000000000002,5.0,23.0,Easy,5.0,FI
6-12,22.087,14.0,97.0,Easy,4.1,NO
16+,182.9878,202.0,2469.0,Challenging,4.9,IT
7-14,66.69709999999999,5.0,425.0,Average,3.2,PL
10+,12.0,2.0,105.0,Easy,5.0,DN
9-14,246.87,52.0,2295.0,Challenging,4.9,NO
10+,454.87,38.0,601.0,Challenging,4.3,NO
8-14,96.79799999999999,17.0,674.0,Average,4.7,CH
6+,36.99,10.0,219.0,Easy,3.9,US
6-12,79.99,5.0,701.0,Average,4.0,US
7-14,36.5878,3.0,101.0,Easy,4.7,DE
5-12,38.986999999999995,7.0,310.0,Easy,4.7,NO
10+,9.99,11.0,91.0,Very Easy,4.9,US
7-12,34.1924,32.0,208.0,Easy,4.4,AU
7-12,73.139,3.0,426.0,Average,5.0,FI
8-14,67.0878,29.0,544.0,Average,4.7,LU
6-14,12.1878,1.0,48.0,Very Easy,5.0,NL
12+,121.9878,23.0,1032.0,Average,4.6,PT
10+,12.1878,5.0,143.0,Easy,5.0,AT
10+,12.1878,1.0,113.0,Easy,5.0,BE
9-16,54.8878,1.0,513.0,Easy,5.0,DE
5-12,18.2878,1.0,127.0,Easy,5.0,AT
5-12,30.439,7.0,174.0,Easy,4.4,FI
6-12,38.9922,3.0,307.0,Easy,4.7,CA
6-12,10.1322,11.0,93.0,Easy,4.6,
6-12,12.1878,3.0,91.0,Easy,4.3,IT
8-14,142.87,2.0,841.0,Average,5.0,
5-12,48.7878,10.0,169.0,Very Easy,4.1,IT
6-12,24.3878,4.0,186.0,Easy,4.5,BE
10+,15.799000000000001,3.0,101.0,Average,4.7,FI
8-14,95.88,3.0,836.0,Average,,DN
14+,348.0,19.0,3444.0,Challenging,5.0,PL
7-14,15.6,12.0,196.0,Easy,4.6,DN
7-14,24.3878,7.0,142.0,Easy,4.7,DE
8-14,97.5878,51.0,691.0,Average,4.7,ES
8-14,103.6878,9.0,643.0,Average,,FR
8-14,23.3922,1.0,87.0,Easy,4.0,CA
5-12,12.1878,4.0,76.0,Very Easy,5.0,NL
5-12,54.8878,16.0,337.0,Easy,3.3,LU
6-12,64.6478,4.0,360.0,Average,5.0,IE
7-14,60.9878,6.0,622.0,Average,5.0,FR
6-12,30.3924,9.0,185.0,Easy,3.9,AU
9-16,38.9922,6.0,260.0,Average,4.8,CA
8-14,92.7078,6.0,557.0,Challenging,4.3,DE
12+,42.6878,53.0,321.0,Average,4.6,LU
8-14,115.9971,3.0,836.0,Average,4.7,PL
4-7,36.539,2.0,116.0,Easy,,FI
5-12,7.3078,2.0,37.0,Very Easy,4.5,BE
7-12,231.739,63.0,847.0,Average,3.4,FI
10+,12.1878,5.0,143.0,Easy,5.0,NL
8-14,103.6878,56.0,659.0,Average,4.6,IE
5-12,7.3078,2.0,37.0,Very Easy,4.5,NL
7-12,73.139,2.0,289.0,Easy,3.5,FI
7-12,120.6929,4.0,871.0,Average,4.8,NZ
4-99,63.89289999999999,4.0,790.0,Easy,5.0,NZ
6-12,25.398000000000003,4.0,186.0,Easy,,CH
5-12,35.092200000000005,14.0,294.0,Average,4.2,CA
8-14,50.6922,19.0,419.0,Easy,3.8,CA
6-12,18.2878,13.0,124.0,Easy,4.8,ES
9-14,213.4878,5.0,1413.0,Average,4.2,ES
12+,60.7924,7.0,597.0,Average,4.9,AU
4-99,6.0724,5.0,66.0,Easy,4.8,AU
7-12,30.3924,2.0,374.0,Easy,3.5,AU
7-12,30.0,38.0,282.0,Easy,4.7,DN
6-12,15.799000000000001,6.0,109.0,Easy,4.8,FI
6-12,24.3878,4.0,192.0,Average,5.0,IE
7-14,21.6,18.0,233.0,Easy,4.6,DN
10+,10.1322,11.0,91.0,Very Easy,4.9,CA
8-14,67.0878,7.0,521.0,Average,4.3,
7-14,12.1878,2.0,176.0,Easy,4.5,NL
7-14,76.986,7.0,375.0,Easy,3.7,GB
7-14,41.986000000000004,11.0,293.0,Average,4.7,GB
7-12,14.0322,2.0,145.0,Average,4.0,CA
10+,12.0,5.0,143.0,Easy,5.0,DN
6-12,24.3878,3.0,188.0,Easy,4.3,AT
2-5,37.9924,3.0,48.0,Very Easy,5.0,AU
10+,12.1878,1.0,141.0,Very Easy,4.0,LU
5-12,36.5878,2.0,347.0,Very Easy,5.0,PT
8+,69.986,1.0,470.0,Average,5.0,GB
10-16,118.986,79.0,1106.0,Average,4.8,GB
7-14,73.1878,7.0,375.0,Easy,3.7,ES
14+,116.9922,367.0,1969.0,Challenging,,CA
6-12,22.7924,3.0,188.0,Easy,4.3,AU
7-14,29.99,10.0,312.0,Easy,4.0,US
4-7,12.987000000000002,8.0,47.0,Very Easy,,NO
,70.99289999999998,3.0,604.0,Challenging,4.0,NZ
8-12,73.1878,3.0,585.0,Average,3.7,IE
8-14,70.1922,17.0,674.0,Average,4.7,CA
12+,79.23899999999998,24.0,780.0,Average,4.7,
7-14,54.8878,5.0,406.0,Average,4.8,BE
8-14,61.098,29.0,544.0,Average,4.7,CH
6-12,21.9478,18.0,124.0,Easy,4.7,NL
7-14,24.3878,1.0,191.0,Easy,5.0,NL
8+,121.9878,7.0,729.0,Average,,DE
9-14,119.88,23.0,780.0,Average,4.6,DN
8-14,57.552,14.0,294.0,Easy,4.7,CZ
6-14,12.1878,2.0,73.0,Easy,5.0,ES
8-12,155.87,17.0,1124.0,Average,4.8,NO
10+,32.9278,33.0,231.0,Easy,4.6,BE
8+,146.3878,2.0,1122.0,Easy,5.0,FR
10+,12.1878,2.0,105.0,Easy,,
4-7,12.138,3.0,62.0,Easy,4.7,CH
10-16,109.7878,12.0,1098.0,Average,4.8,BE
10+,25.987,1.0,240.0,Easy,5.0,NO
8-12,121.9878,17.0,1124.0,Average,4.8,AT
7-12,21.9478,5.0,223.0,Easy,4.4,NL
6+,15.8478,2.0,249.0,Average,5.0,ES
2-5,15.5922,2.0,39.0,Average,5.0,CA
5-12,24.3878,7.0,174.0,Easy,4.4,
7-12,14.0322,5.0,223.0,Easy,4.4,CA
9-14,70.1922,19.0,944.0,Average,4.2,CA
2-5,67.0878,3.0,28.0,Easy,5.0,DE
5-12,46.7922,16.0,337.0,Easy,3.3,CA
4-99,33.552,2.0,502.0,Average,4.0,CZ
8-14,30.439,1.0,94.0,Easy,4.0,FI
7-14,48.7878,5.0,267.0,Easy,3.2,NL
9-14,182.9878,31.0,1416.0,Average,4.8,IE
16+,215.952,115.0,2382.0,Challenging,4.7,CZ
7-14,29.99,15.0,358.0,Average,4.5,US
4-7,19.4922,2.0,95.0,Easy,3.0,CA
7-14,30.498,2.0,92.0,Easy,4.0,CH
9-16,48.986000000000004,57.0,10.0,Easy,4.5,GB
8-14,60.9878,29.0,544.0,Average,4.7,FR
6-12,45.59240000000001,1.0,460.0,Average,4.0,AU
7-14,12.1878,2.0,176.0,Easy,4.5,BE
4-7,9.99,8.0,47.0,Very Easy,4.0,US
7-14,24.3878,2.0,140.0,Easy,4.0,BE
4-7,51.87000000000001,2.0,191.0,Average,5.0,NO
5-12,21.6,8.0,144.0,Easy,4.3,DN
16+,415.87,143.0,2704.0,Challenging,4.7,NO
6-12,18.186,14.0,97.0,Easy,4.1,GB
7-14,42.6878,10.0,377.0,Easy,4.6,IT
8-14,21.2929,9.0,199.0,Easy,4.7,NZ
6-12,121.5924,8.0,663.0,Average,4.6,AU
16+,195.1878,177.0,2262.0,Challenging,,BE
16+,121.9878,134.0,1077.0,Average,4.7,FR
16+,317.1878,99.0,4002.0,Challenging,4.8,ES
4-7,24.3878,2.0,95.0,Easy,3.0,IT
10+,15.799000000000001,3.0,122.0,Very Easy,4.0,FI
7-12,48.7878,27.0,277.0,Easy,4.6,AT
9-14,182.58,31.0,1416.0,Average,4.8,CH
16+,975.9878,198.0,7541.0,Challenging,4.8,IT
16+,349.99,130.0,4634.0,Challenging,4.8,US
8+,59.99,1.0,717.0,Challenging,5.0,US
6-12,12.138,2.0,95.0,Easy,5.0,CH
7-14,59.99,7.0,375.0,Easy,3.7,US
4-7,51.87000000000001,2.0,191.0,Average,5.0,NO
16+,317.1878,99.0,4002.0,Challenging,4.8,LU
8-14,75.3971,20.0,581.0,Average,,PL
6-12,60.9878,6.0,589.0,Easy,,NL
9-14,207.3878,6.0,1413.0,Average,4.3,
8+,61.098,1.0,470.0,Average,,CH
7-14,23.951999999999998,2.0,241.0,Average,5.0,CZ
6-12,12.772899999999998,6.0,109.0,Easy,4.8,NZ
10+,12.1878,1.0,135.0,Very Easy,4.0,AT
10+,23.1678,1.0,160.0,Very Easy,5.0,IE
8-12,71.37,6.0,460.0,Average,4.3,NO
14+,179.3922,201.0,1996.0,Challenging,4.8,CA
7-14,24.3878,8.0,217.0,Easy,3.6,BE
8+,29.99,2.0,1.0,Very Easy,4.0,US
4-99,30.4878,2.0,502.0,Average,4.0,ES
4-99,9.7478,6.0,1.0,Very Easy,4.7,IE
16+,299.99,88.0,4867.0,Challenging,4.9,US
6-12,36.539,6.0,229.0,Easy,4.7,FI
6-12,103.87,8.0,722.0,Average,4.0,NO
4-7,30.4878,3.0,94.0,Average,4.7,BE
6-12,121.9878,10.0,894.0,Easy,4.7,BE
7-14,18.2878,3.0,73.0,Easy,4.3,NL
12-16,265.986,75.0,3929.0,Challenging,4.6,GB
10-16,129.87,12.0,1098.0,Average,4.8,NO
12+,64.87,23.0,468.0,Average,4.7,NO
9-14,152.4878,13.0,955.0,Average,3.7,IT
6-12,34.1924,3.0,378.0,Average,2.7,AU
9-14,170.7878,5.0,1426.0,Challenging,2.6,BE
5-12,23.197099999999995,89.0,24.0,Easy,2.5,PL
6-12,12.1878,4.0,88.0,Easy,4.5,LU
14+,158.58780000000004,367.0,1969.0,Challenging,4.9,PT
8-14,68.3924,7.0,521.0,Average,4.3,AU
7-14,34.986,6.0,341.0,Easy,4.3,GB
10+,36.5878,14.0,708.0,Average,,IE
10+,26.0971,1.0,234.0,Easy,5.0,PL
10+,13.0471,5.0,130.0,Easy,5.0,PL
4-7,24.3878,2.0,108.0,Easy,4.5,AT
6-12,12.1524,9.0,92.0,Easy,4.7,AU
6-12,24.3878,5.0,201.0,Average,4.4,PT
9-14,85.3878,19.0,944.0,Average,4.2,AT
7-12,21.9478,9.0,205.0,Average,4.8,AT
,30.4878,2.0,116.0,Easy,4.5,ES
9-14,146.3878,13.0,955.0,Average,3.7,DE
7-14,60.9878,6.0,622.0,Average,5.0,ES
8-12,73.1878,3.0,585.0,Average,3.7,LU
8-14,31.9429,1.0,94.0,Easy,4.0,NZ
16+,355.98,88.0,4867.0,Challenging,4.9,CH
6-12,67.152,3.0,380.0,Average,4.3,
7-14,45.37000000000001,3.0,308.0,Average,4.7,NO
9-14,54.8878,6.0,168.0,Average,5.0,ES
6-12,48.7878,10.0,374.0,Easy,4.0,
6-14,17.7429,4.0,69.0,Easy,4.3,NZ
12-16,182.58,20.0,1628.0,Average,3.8,CH
6-12,12.1878,6.0,122.0,Easy,4.5,FR
8+,67.0878,1.0,470.0,Average,5.0,NL
8-14,62.986000000000004,2.0,556.0,Average,4.0,GB
10+,12.1878,3.0,101.0,Average,4.7,DE
4-99,18.2878,7.0,221.0,Easy,4.1,NL
12+,101.39220000000002,77.0,734.0,Average,4.3,CA
5+,4.5524,13.0,8.0,Very Easy,4.8,AU
14+,167.986,52.0,1363.0,Average,3.8,GB
8-14,134.18779999999998,23.0,1047.0,Average,4.7,FR
5-12,7.3078,5.0,53.0,Easy,3.6,NL
10-21,121.9878,6.0,1.0,Very Easy,4.3,FR
8-14,79.28779999999998,37.0,370.0,Easy,1.8,LU
6-12,97.5878,3.0,585.0,Challenging,4.3,IT
4-7,21.9478,2.0,95.0,Easy,,BE
6-12,27.986,1.0,199.0,Average,5.0,GB
7-14,48.7878,12.0,293.0,Average,4.8,PT
9-16,106.4929,28.0,370.0,Easy,4.5,NZ
8-14,96.79799999999999,9.0,643.0,Average,4.8,CH
6-12,36.5878,9.0,197.0,Easy,,BE
6+,321.12,2.0,4900.0,Easy,5.0,DN
8-14,42.5929,4.0,144.0,Average,4.8,NZ
7-14,31.9429,3.0,100.0,Very Easy,4.0,NZ
7-14,68.3924,7.0,375.0,Easy,3.7,
8-14,73.139,7.0,521.0,Average,4.3,FI
7-14,36.5878,6.0,341.0,Easy,,DE
8-14,125.986,2.0,841.0,Average,5.0,GB
7-14,27.6,3.0,100.0,Very Easy,4.0,DN
9-16,49.6929,1.0,513.0,Easy,5.0,NZ
6-12,36.5878,6.0,229.0,Easy,4.7,BE
6-12,14.99,6.0,174.0,Average,,US
9-14,131.88,13.0,955.0,Average,,DN
6-12,52.1971,4.0,350.0,Average,4.8,PL
7-14,89.99,6.0,267.0,Average,4.3,US
4-99,12.139000000000001,6.0,1.0,Very Easy,4.7,FI
7-14,36.5878,3.0,101.0,Easy,4.7,
7-12,48.7878,13.0,278.0,Easy,4.5,IT
5+,3.99,13.0,8.0,Very Easy,,US
6-12,17.4724,5.0,99.0,Very Easy,5.0,AU
8-14,60.9878,2.0,556.0,Average,4.0,AT
4-7,48.7878,2.0,191.0,Average,5.0,IE
8-14,48.7878,21.0,494.0,Average,,IE
7-12,35.4929,32.0,208.0,Easy,4.4,NZ
10+,14.192899999999998,7.0,140.0,Easy,4.9,NZ
6+,16.752,2.0,249.0,Average,5.0,CZ
8-12,54.8878,4.0,422.0,Average,4.8,NL
6-12,9.99,4.0,132.0,Average,4.8,US
7-14,24.3878,18.0,233.0,Easy,4.6,PT
10+,12.1878,5.0,130.0,Easy,5.0,FR
7-14,36.5878,3.0,101.0,Easy,4.7,LU
6-12,28.3929,2.0,126.0,Average,4.5,NZ
7-12,19.152,2.0,149.0,Easy,5.0,CZ
6-12,92.7078,5.0,701.0,Average,4.0,ES
5-12,22.386,89.0,24.0,Easy,2.5,GB
5-12,11.5971,85.0,2.0,Very Easy,3.5,PL
7-14,37.9924,12.0,366.0,Easy,4.8,AU
2-5,9.99,1.0,13.0,Very Easy,5.0,US
16+,202.9971,62.0,2480.0,Challenging,4.6,PL
9-14,97.5878,7.0,519.0,Average,4.7,NL
12+,79.99,51.0,773.0,Average,4.1,US
12+,365.939,11.0,2863.0,Challenging,4.5,FI
6-12,71.88,5.0,575.0,Average,5.0,DN
6-12,54.8878,1.0,460.0,Average,4.0,DE
5-12,30.439,47.0,8.0,Very Easy,4.1,FI
7-14,51.87000000000001,13.0,375.0,Easy,4.8,NO
8-12,60.9878,6.0,460.0,Average,4.3,IE
14+,303.9924000000001,19.0,3444.0,Challenging,5.0,AU
9-14,170.73899999999998,15.0,825.0,Average,4.7,FI
10-21,17.7429,1.0,1.0,Easy,5.0,NZ
4-7,25.186,1.0,110.0,Easy,4.0,GB
4-99,60.9878,4.0,790.0,Easy,5.0,LU
7-12,18.2878,27.0,174.0,Easy,4.7,FR
8-12,60.9878,6.0,460.0,Average,4.3,FR
5+,4.5524,13.0,8.0,Very Easy,4.8,AU
16+,194.99220000000003,53.0,2670.0,Challenging,4.4,CA
6-12,30.3924,1.0,199.0,Average,5.0,AU
4-99,60.9878,4.0,790.0,Easy,5.0,BE
5-12,13.986,2.0,82.0,Very Easy,5.0,GB
7-14,21.9478,9.0,183.0,Easy,4.9,NL
6-12,27.6,1.0,199.0,Average,5.0,DN
7-14,19.4922,18.0,233.0,Easy,4.6,CA
6+,18.239,2.0,249.0,Average,5.0,FI
8-14,65.88,3.0,604.0,Challenging,4.0,DN
5-12,24.3878,35.0,249.0,Easy,4.9,DE
7-14,18.258,3.0,55.0,Easy,,CH
8-12,121.9878,6.0,813.0,Average,4.3,IE
8-14,53.88,29.0,544.0,Average,4.7,DN
12+,92.2929,14.0,744.0,Challenging,4.6,NZ
7-12,35.598,12.0,285.0,Easy,4.2,CH
7-12,28.3929,1.0,200.0,Average,5.0,NZ
10+,12.1878,4.0,126.0,Easy,5.0,AT
7-14,31.897099999999995,8.0,204.0,Average,4.4,PL
4-7,12.1524,3.0,59.0,Easy,5.0,AU
9-14,134.18779999999998,15.0,1403.0,Average,4.8,PT
7-12,45.59240000000001,3.0,426.0,Average,5.0,AU
7-12,23.951999999999998,2.0,241.0,Easy,5.0,CZ
10-16,121.9878,8.0,1005.0,Average,4.4,BE
5-12,10.1322,2.0,87.0,Easy,4.5,CA
5-12,57.552,10.0,169.0,Very Easy,4.1,CZ
6-12,21.552,18.0,124.0,Easy,4.7,CZ
14+,243.78,52.0,2294.0,Average,4.5,CH
6-12,21.6,4.0,186.0,Easy,4.5,DN
8-14,24.8429,2.0,171.0,Challenging,5.0,NZ
10+,12.1878,2.0,105.0,Easy,,PT
8-14,113.5929,71.0,717.0,Average,4.7,NZ
9-16,36.0,57.0,10.0,Easy,4.5,DN
10+,24.3878,2.0,234.0,Easy,5.0,IT
8-14,103.6878,9.0,643.0,Average,4.8,ES
7-14,60.9878,6.0,622.0,Average,5.0,IE
9-14,77.9922,8.0,754.0,Average,4.5,CA
5-12,48.7878,10.0,169.0,Very Easy,4.1,ES
1½-3,4.99,2.0,7.0,Very Easy,5.0,US
16+,299.99,143.0,2704.0,Challenging,,US
14+,227.9924,201.0,1996.0,Challenging,4.8,AU
7-14,61.098,5.0,425.0,Average,3.2,CH
6-12,48.7878,1.0,460.0,Average,4.0,LU
7-14,28.3929,2.0,241.0,Average,5.0,NZ
7-14,14.99,1.0,56.0,Easy,5.0,US
9-14,73.1878,23.0,792.0,Average,4.9,AT
5-12,46.7922,5.0,200.0,Easy,3.2,CA
8-12,73.1878,3.0,585.0,Average,3.7,BE
8-14,19.4922,9.0,199.0,Easy,4.7,CA
4-99,6.0878000000000005,5.0,66.0,Easy,4.8,PT
8-14,97.5878,51.0,691.0,Average,4.7,BE
4-99,18.2878,24.0,1.0,Very Easy,4.1,IE
7-12,103.6878,2.0,577.0,Average,5.0,IT
8-14,146.339,2.0,841.0,Average,,FI
6-14,18.2878,4.0,69.0,Easy,4.3,IT
7-14,17.7429,13.0,203.0,Average,,NZ
16+,239.952,53.0,2670.0,Challenging,4.4,CZ
9-14,73.1878,8.0,876.0,Average,5.0,IE
6+,15.8478,2.0,249.0,Average,5.0,NL
6-12,27.6,9.0,185.0,Easy,3.9,DN
8-14,79.28779999999998,3.0,604.0,Challenging,4.0,FR
7-14,44.99,2.0,156.0,Easy,4.5,US
7-14,18.2878,2.0,52.0,Easy,4.0,IE
4-99,19.99,6.0,303.0,Easy,4.5,US
2-5,61.098,1.0,67.0,Average,5.0,CH
11-16,170.7878,19.0,2382.0,Average,4.9,BE
10+,12.1878,3.0,119.0,Easy,,LU
16+,195.1878,62.0,2480.0,Challenging,4.6,FR
8-14,42.6878,8.0,341.0,Average,4.6,BE
6-12,103.6878,3.0,585.0,Challenging,4.3,IE
7-14,24.3878,8.0,217.0,Easy,3.6,NL
5-12,9.99,2.0,77.0,Easy,5.0,US
7-14,36.5878,6.0,341.0,Easy,4.3,AT
8+,86.59800000000001,1.0,717.0,Challenging,5.0,CH
6-12,97.37,5.0,575.0,Average,5.0,NO
6-12,18.258,1.0,163.0,Easy,,CH
8-14,60.93899999999999,3.0,506.0,Average,5.0,FI
8-12,45.59240000000001,10.0,386.0,Average,3.8,
7-14,64.6478,5.0,425.0,Average,3.2,IE
5-12,24.3878,12.0,239.0,Easy,4.8,LU
6-12,121.9878,3.0,792.0,Average,3.7,FR
12+,90.87,7.0,597.0,Average,4.9,NO
7-14,18.2878,3.0,55.0,Easy,4.0,AT
8-14,36.5878,4.0,144.0,Average,,DE
10+,14.192899999999998,1.0,113.0,Easy,5.0,NZ
12+,39.99,11.0,444.0,Average,4.8,US
2-5,21.6,2.0,26.0,Average,5.0,DN
10+,12.1878,5.0,130.0,Easy,5.0,IE
7-12,22.087,27.0,174.0,Easy,4.7,NO
8-14,27.986,27.0,305.0,Easy,4.6,GB
9-14,121.5924,11.0,1202.0,Average,4.5,AU
10-16,67.0878,12.0,603.0,Average,4.7,ES
6-12,12.1878,6.0,109.0,Easy,4.8,PT
9-14,91.698,9.0,830.0,Average,4.9,CH
8-12,36.5878,8.0,339.0,Average,4.3,FR
16+,223.986,53.0,2670.0,Challenging,4.4,GB
6-12,18.2878,1.0,163.0,Easy,4.0,NL
6-12,41.88,3.0,307.0,Easy,4.7,DN
7-12,42.638999999999996,38.0,282.0,Easy,,FI
5-8,60.9878,1.0,266.0,Challenging,5.0,DE
1½-5,36.5878,4.0,65.0,Very Easy,5.0,AT
5-12,39.99,2.0,347.0,Very Easy,5.0,US
6-12,12.1878,6.0,109.0,Easy,4.8,DE
6-12,91.4878,8.0,722.0,Average,4.0,
8-14,85.3878,3.0,604.0,Challenging,4.0,LU
4-7,29.886999999999997,2.0,100.0,Easy,,NO
10-14,54.5922,11.0,452.0,Challenging,4.5,CA
6-12,60.93899999999999,1.0,460.0,Average,,FI
7-14,41.88,11.0,293.0,Average,4.7,DN
8-14,39.99,37.0,370.0,Easy,1.8,
5-12,12.0,2.0,87.0,Easy,4.5,DN
4-7,10.1322,3.0,62.0,Easy,4.7,CA
1½-3,28.9971,6.0,24.0,Average,2.2,PL
5-12,23.197099999999995,8.0,144.0,Easy,4.3,PL
8-14,18.2878,9.0,199.0,Easy,4.7,IT
12+,57.552,23.0,468.0,Average,4.7,CZ
6+,12.1878,1.0,80.0,Easy,5.0,IE
8+,170.73899999999998,2.0,1122.0,Easy,5.0,FI
9-14,89.99,3.0,840.0,Average,5.0,US
14+,341.5878,19.0,3444.0,Challenging,5.0,PT
2-5,30.4878,4.0,24.0,Easy,4.8,ES
9-14,158.58780000000004,5.0,1426.0,Challenging,2.6,IE
8-14,48.7878,21.0,494.0,Average,4.5,FR
2-5,36.5878,1.0,31.0,Easy,,AT
1½-5,36.5878,4.0,65.0,Very Easy,,ES
6-12,12.1878,4.0,88.0,Easy,4.5,DE
6-12,12.1878,9.0,92.0,Easy,4.7,IE
2-5,34.99,3.0,48.0,Very Easy,5.0,US
7-14,36.5878,6.0,341.0,Easy,4.3,IE
4-99,36.5878,11.0,484.0,Easy,4.6,LU
9-14,101.4971,9.0,830.0,Average,4.9,PL
8-12,140.3922,5.0,1277.0,Average,4.6,CA
9-14,131.88,5.0,1426.0,Challenging,2.6,DN
7-14,18.2878,3.0,179.0,Easy,5.0,IT
11-16,182.9878,22.0,2595.0,Average,4.7,AT
6-12,30.4878,3.0,246.0,Easy,4.0,IE
5-12,48.7878,1.0,294.0,Average,5.0,BE
9-14,82.94779999999999,8.0,876.0,Average,5.0,ES
7-14,10.1322,1.0,64.0,Very Easy,5.0,CA
4-7,48.7878,2.0,191.0,Average,5.0,ES
7-14,48.7878,11.0,293.0,Average,4.7,DE
7-12,25.186,2.0,241.0,Easy,5.0,GB
4-7,30.4878,1.0,95.0,Very Easy,,
10-16,109.7878,12.0,1098.0,Average,4.8,NL
4-7,18.2878,2.0,63.0,Easy,4.5,FR
6-12,119.88,45.0,610.0,Average,4.4,DN
7-12,22.7924,9.0,205.0,Average,4.8,AU
5-12,35.598,7.0,344.0,Easy,5.0,CH
2-5,32.9278,4.0,24.0,Easy,4.8,FR
8-12,40.5971,2.0,360.0,Average,4.0,PL
10-21,35.598,1.0,1.0,Easy,5.0,CH
8-14,76.986,12.0,457.0,Easy,4.3,GB
7-12,45.59240000000001,13.0,278.0,Easy,4.5,AU
7-14,27.6,3.0,101.0,Easy,4.7,DN
7-14,60.93899999999999,3.0,416.0,Average,4.0,FI
6-12,30.0,1.0,309.0,Easy,5.0,DN
5-12,49.6929,10.0,169.0,Very Easy,4.1,NZ
7-14,42.6878,6.0,341.0,Easy,4.3,BE
6+,439.1878,2.0,4900.0,Easy,5.0,ES
6-12,73.139,3.0,380.0,Average,4.3,FI
5-12,14.192899999999998,1.0,78.0,Easy,5.0,NZ
5-12,12.1524,2.0,87.0,Easy,4.5,AU
7-14,18.2878,12.0,196.0,Easy,4.6,IE
16+,215.952,177.0,2262.0,Challenging,4.6,CZ
8-14,21.899,2.0,171.0,Challenging,5.0,FI
16+,179.88,91.0,2464.0,Challenging,4.9,DN
16+,487.939,130.0,4634.0,Challenging,4.8,FI
7-14,24.8429,2.0,58.0,Easy,4.5,NZ
7-12,19.4922,1.0,200.0,Average,5.0,CA
7-14,24.3878,18.0,233.0,Easy,4.6,
12+,195.1878,79.0,2049.0,Average,5.0,FR
11-16,288.5922,45.0,1862.0,Challenging,3.5,
16+,402.5878,88.0,4867.0,Challenging,4.9,NL
2-5,26.0971,1.0,23.0,Easy,5.0,PL
5-12,24.3878,12.0,239.0,Easy,4.8,PT
